2,1,3,3,3,2,3,2,3,3,4,1,3,2,2,7,5,5,10,6,6,5,5,5,8,2,4,2,4,1,3,4,1,1,2,4,1,4,2,4
4,1,4,4,4,3,1,2,2,3,1,1,4,2,3,7,5,5,5,10,6,5,5,5,8,2,2,1,2,4,2,3,4,1,4,1,2,4,2,2
2,3,3,1,3,1,4,4,3,4,2,2,2,4,1,7,5,5,5,6,6,5,5,5,8,2,4,4,2,4,4,1,2,3,4,4,1,1,1,4
1,2,4,2,4,4,4,3,2,3,3,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2,2,2,1,3,1,4,1,4,4,2,1
4,3,2,2,3,3,4,4,2,1,4,3,42,42,42,21,21,21,21,21,21,21,21,21,42,42,42,42,4,3,1,4,4,4,3,1,4,1,3,4
2,4,2,3,3,2,3,4,2,2,1,1,42,42,42,14,16,41,16,16,41,16,16,14,42,42,42,42,3,3,4,1,2,1,1,1,1,4,2,4
3,1,3,1,1,2,4,3,3,1,3,2,42,42,42,14,16,16,16,16,16,16,16,14,42,42,42,42,2,2,2,3,4,2,3,3,1,1,2,2
2,2,3,1,1,1,4,3,4,2,3,2,42,42,42,14,16,16,16,16,16,16,16,14,42,42,42,42,3,1,3,3,3,2,2,4,1,3,3,1
2,4,4,1,3,2,4,4,4,3,2,1,42,42,42,14,16,16,16,16,16,16,16,14,42,42,42,42,4,3,2,3,4,4,1,4,4,1,3,3
3,4,1,2,3,3,3,2,3,4,1,4,42,42,42,14,16,16,16,16,16,16,16,14,42,42,42,42,3,3,2,4,2,3,2,4,4,1,1,3
3,2,1,4,3,2,3,2,1,2,3,3,42,42,42,14,14,14,14,17,14,14,14,14,42,42,42,42,3,3,4,1,3,1,4,4,1,2,2,3
4,3,4,4,4,3,1,1,2,2,4,4,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,3,4,2,1,4,3,2,2,2,4,4,2
3,2,3,2,1,1,2,4,4,2,2,2,42,42,42,42,11,11,11,11,11,11,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
3,2,1,3,3,3,3,2,3,3,2,4,42,42,42,42,11,11,11,11,11,11,42,42,42,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
1,1,4,2,3,2,1,1,1,2,3,3,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,3,3,2,4,3,2,3,3,2,3,1,2
4,1,1,4,2,4,3,4,1,4,1,4,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,4,2,1,3,2,3,2,2,4,2,3,3
1,3,1,2,1,4,1,2,1,2,4,3,3,3,1,7,5,10,5,6,6,5,5,5,8,3,3,2,3,2,2,4,1,3,4,2,1,3,3,2
1,4,3,1,4,2,2,1,1,4,1,4,1,4,4,7,5,5,5,6,6,5,5,5,8,2,1,2,2,3,4,2,3,4,1,3,4,3,4,4
1,3,1,18,18,18,18,4,4,4,4,1,1,3,2,7,10,5,5,6,6,5,5,5,8,4,4,3,3,1,3,1,1,2,1,2,1,2,2,3
3,2,2,14,16,16,14,1,2,2,1,1,2,3,3,7,5,5,5,6,6,5,5,5,8,4,4,4,2,2,1,1,3,2,2,1,4,4,1,2
2,2,1,14,16,16,14,3,1,1,4,4,2,1,2,10,5,5,5,6,6,5,5,5,8,2,3,2,4,2,3,2,1,1,2,4,1,3,2,1
3,3,2,14,14,17,14,1,4,2,1,1,4,4,1,7,5,5,5,6,10,5,5,5,8,2,1,1,1,3,4,2,2,1,4,1,3,2,2,2
1,2,4,4,4,2,2,1,1,2,1,4,3,2,1,7,5,5,5,6,6,5,5,5,8,3,1,1,4,4,3,3,4,4,3,4,1,1,1,2
1,4,2,3,4,2,3,3,2,4,2,1,4,3,2,7,5,5,5,6,6,5,5,10,8,2,2,3,4,2,3,2,4,4,4,2,1,2,4,4
3,3,1,3,3,2,3,4,1,4,3,1,3,4,1,7,5,5,5,6,6,5,5,5,8,1,1,2,3,1,3,3,1,3,4,4,2,4,1,1
4,4,2,4,4,1,3,2,2,3,3,1,2,1,1,7,5,11,11,11,11,11,5,5,8,2,2,4,2,3,4,3,2,4,2,1,2,3,1,1
3,1,2,2,2,4,4,1,2,3,3,3,1,4,1,7,10,11,11,11,11,11,5,5,8,2,1,4,4,1,4,2,2,1,4,1,4,1,1,1
3,3,1,3,1,3,4,3,2,2,3,3,2,3,4,7,5,5,5,6,6,5,5,5,8,3,1,2,3,2,1,2,1,1,2,2,3,3,1,1
3,3,2,1,1,4,4,3,4,1,1,2,3,4,3,7,5,5,5,6,6,5,5,5,8,2,2,1,2,1,1,2,1,4,3,2,4,2,2,1
1,1,1,2,4,2,4,4,4,3,3,1,4,3,1,7,5,5,5,6,6,5,5,5,8,4,1,2,1,4,4,2,4,2,1,1,1,2,1,2
1,4,1,2,2,1,1,3,3,4,1,4,2,3,3,7,5,5,5,10,6,5,5,5,8,3,4,4,4,1,2,3,2,2,2,2,2,1,4,3
3,4,2,2,3,18,18,18,18,18,4,1,2,4,4,7,5,5,5,6,10,5,5,5,8,2,4,3,3,3,1,2,1,2,4,1,4,3,2,4
3,3,4,4,4,14,16,16,16,14,4,2,2,1,4,7,5,5,10,6,6,5,5,5,8,1,3,1,4,1,1,4,2,2,1,4,4,4,1,2
1,2,4,1,3,14,14,17,14,14,4,3,2,2,3,7,5,5,5,6,6,5,5,5,8,2,4,2,1,2,4,3,4,4,2,1,1,2,3,4
3,1,1,3,1,3,3,4,4,1,4,2,2,4,2,7,5,5,5,6,6,5,5,5,8,1,3,1,2,2,2,1,1,4,3,3,3,1,4,2
2,4,3,2,1,3,4,1,1,4,2,1,4,4,4,7,5,5,5,6,6,5,5,5,8,2,1,1,1,2,18,18,18,18,4,2,4,4,2,3
4,3,1,2,2,3,1,3,3,1,1,4,1,1,3,7,5,5,5,6,6,5,5,5,8,2,2,3,2,3,14,14,17,14,4,3,2,1,3,4
4,4,4,1,4,2,4,1,3,4,4,2,4,4,1,7,5,5,5,6,6,5,5,5,8,2,2,3,1,1,1,1,2,2,1,4,3,2,4,2
3,3,4,4,2,2,3,1,2,1,1,2,1,3,1,7,5,5,5,6,6,5,5,5,8,3,1,1,4,2,1,2,1,1,3,2,4,3,1,3
3,3,4,2,4,4,4,1,2,4,2,4,4,2,4,7,5,5,5,6,6,5,5,5,8,4,3,2,2,1,2,1,4,4,4,2,2,1,4,1
3,2,1,4,3,4,2,3,1,1,3,19,19,19,19,19,19,5,5,6,6,5,5,5,8,1,1,1,4,2,2,1,2,2,3,1,1,1,3,3
3,1,3,2,2,1,1,2,3,4,2,14,16,16,16,16,14,5,5,6,6,5,5,5,8,1,3,1,2,2,4,3,2,4,4,2,3,1,1,3
3,4,4,3,2,2,3,2,4,4,4,14,16,16,16,16,14,5,5,6,6,5,5,5,8,4,4,4,2,2,2,4,1,3,2,2,1,4,2,4
4,1,4,2,4,3,3,4,2,1,1,14,16,16,16,16,14,5,5,6,6,5,5,5,8,1,1,4,3,2,3,4,3,1,1,1,2,4,4,2
4,4,4,2,1,1,2,3,3,3,3,14,14,14,17,14,14,5,5,6,6,5,5,5,8,3,1,4,2,1,3,1,1,3,1,1,1,1,1,1
1,3,2,3,1,2,4,4,3,2,2,2,3,2,2,7,5,5,5,6,6,5,5,5,8,4,4,40,20,20,20,20,20,20,20,20,3,2,2,3
3,1,2,2,4,1,3,1,4,3,2,4,2,2,2,7,5,5,5,6,6,5,5,5,8,4,4,40,14,16,16,16,16,16,16,14,2,1,1,3
4,3,2,1,4,4,3,4,4,4,1,4,1,1,4,7,5,5,10,6,6,5,5,5,8,2,3,40,14,16,16,16,16,16,16,14,3,2,3,3
2,1,2,2,3,2,1,3,1,2,3,2,1,4,4,7,5,5,5,6,6,5,5,10,8,3,4,40,14,16,16,16,16,16,16,14,2,4,3,2
2,4,3,4,4,2,1,3,3,4,2,2,1,1,3,7,5,5,5,6,6,5,5,5,8,1,2,40,14,16,16,16,16,16,16,14,4,4,2,1
4,1,4,4,2,3,1,4,4,1,4,4,4,2,1,7,10,5,5,6,6,5,5,5,8,1,1,40,14,14,14,14,17,14,14,14,4,1,3,3
4,1,3,1,4,3,1,1,1,3,4,3,3,4,3,7,5,5,5,6,6,5,5,5,8,3,4,40,3,3,2,1,3,4,3,2,1,4,3,1
2,4,2,2,3,2,2,4,3,4,1,3,4,4,1,7,5,5,5,6,6,5,5,5,8,2,1,3,3,3,4,1,4,3,2,1,4,1,2,1
4,1,3,2,1,4,3,3,1,4,1,4,1,3,3,7,5,5,5,6,6,5,5,5,10,2,3,1,2,1,4,4,3,3,3,1,1,1,4,4
2,4,2,4,2,4,4,1,2,2,3,2,3,1,4,7,5,5,5,6,6,5,5,5,8,1,1,2,2,3,4,4,4,4,3,4,3,2,2,2
2,2,1,3,3,1,3,1,1,2,2,2,4,1,2,7,5,5,5,6,6,5,5,5,8,4,2,2,3,1,3,4,4,4,3,3,1,3,1,2
3,3,3,3,18,18,18,18,2,2,1,4,4,4,2,7,5,5,5,6,6,5,5,5,8,3,4,1,4,2,1,3,4,2,1,4,3,3,2,2
3,3,3,4,14,16,16,14,2,3,1,2,2,2,1,7,5,5,5,6,6,5,5,5,8,3,4,2,3,3,2,4,1,4,3,2,1,1,3,3
2,1,3,2,14,14,17,14,1,2,3,2,2,4,4,10,5,5,5,6,6,5,5,5,8,2,2,3,3,3,2,4,2,1,2,2,1,4,4,3
3,4,2,4,3,1,4,2,3,1,2,4,1,4,1,7,5,5,5,6,6,5,5,5,8,3,3,2,3,4,3,1,1,2,3,2,4,4,1,3
2,1,2,4,2,4,1,1,3,1,2,2,3,2,4,7,5,5,10,6,6,5,5,5,8,1,2,4,1,4,4,3,2,4,3,2,3,2,4,4
3,3,3,3,1,3,1,3,2,3,1,2,1,3,2,7,5,5,5,6,6,5,5,5,8,3,4,3,2,3,1,1,2,3,1,4,4,1,4,2
4,4,4,2,3,1,1,3,1,2,4,3,1,2,3,7,5,5,5,10,6,5,5,5,8,4,1,2,18,18,18,18,1,4,3,2,1,4,4,3
4,2,1,4,2,3,4,3,3,3,2,2,2,4,2,7,5,5,5,6,6,5,5,5,8,4,3,1,14,16,16,14,2,4,4,2,3,3,2,4
1,2,4,3,1,1,3,2,3,2,3,2,1,4,3,7,5,5,5,6,6,5,5,5,8,3,3,1,14,14,17,14,3,1,4,1,2,4,1,1
4,4,3,3,2,3,2,2,2,4,4,4,4,4,1,7,5,5,5,6,6,5,5,5,8,1,1,3,2,2,1,1,3,3,1,3,4,3,3,1
1,4,2,1,4,1,2,4,2,1,2,3,1,1,3,7,5,5,5,6,6,5,5,5,8,3,3,2,3,3,1,1,3,1,4,3,4,2,2,4
1,1,2,1,2,3,2,2,1,2,3,4,3,4,3,7,5,5,5,6,6,5,5,5,8,1,4,4,2,3,4,2,1,3,4,4,3,1,2,2
2,4,4,4,4,3,3,3,3,3,1,4,4,4,2,7,11,11,11,11,11,5,5,5,8,1,1,4,1,3,1,3,2,4,4,1,2,3,4,1
3,1,3,4,4,1,3,3,4,3,1,4,1,4,2,7,11,11,11,11,11,5,5,5,8,1,2,4,4,1,2,4,4,2,2,1,2,1,1,1
1,3,2,4,1,3,2,3,1,4,1,3,4,4,3,7,5,5,5,6,6,5,5,5,8,2,1,3,4,2,1,4,1,3,2,2,4,2,2,2
2,3,1,2,3,4,2,1,4,2,2,1,2,4,2,10,5,5,5,6,6,5,5,5,8,2,3,3,3,3,4,1,2,3,2,3,2,3,1,3
2,1,2,3,4,1,3,3,1,4,2,1,3,1,2,7,5,5,5,6,6,5,5,5,8,3,1,3,4,1,4,2,3,4,4,4,1,1,1,1
3,1,1,3,3,3,4,3,2,4,3,4,3,2,1,7,5,5,5,6,6,5,5,5,8,1,2,3,3,1,1,3,1,2,3,4,3,4,3,3
2,4,1,2,1,3,3,3,2,1,1,3,4,1,3,43,43,43,43,43,43,43,43,43,43,4,2,2,1,3,3,3,4,4,4,4,4,3,3,4
3,3,2,3,2,3,1,4,2,1,3,3,2,1,4,7,5,5,5,6,10,5,5,5,8,2,3,3,3,3,2,3,2,1,1,2,4,1,2,4
4,2,1,4,4,1,2,1,2,3,4,3,4,2,1,7,5,5,10,6,6,5,5,5,10,2,3,2,4,3,1,1,2,3,1,3,3,3,4,2
4,1,2,2,3,3,2,3,1,1,1,1,1,3,3,7,10,5,5,6,6,5,5,5,8,1,1,1,3,2,1,2,4,1,2,1,1,1,4,3
3,4,2,3,3,4,2,1,2,3,4,1,4,4,2,7,5,5,5,6,6,5,5,5,8,3,4,1,1,2,2,4,4,2,3,3,2,4,1,1
3,3,4,4,4,3,2,3,1,1,2,2,1,4,2,7,5,5,5,6,10,5,5,5,8,3,1,3,4,3,1,1,3,1,1,1,4,3,1,4
