2,1,4,3,2,1,4,3,2,1,4,3,2,18,18,7,5,5,5,6,6,5,5,5,8,1,18,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,18,1,7,5,5,5,6,6,5,5,5,8,4,18,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,18,18,7,5,5,5,5,5,5,5,5,8,18,18,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,11,11,11,7,5,5,5,5,5,5,5,5,8,11,11,11,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,11,11,11,7,5,5,5,6,6,5,5,5,8,11,11,11,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,11,11,11,7,5,5,5,6,6,5,5,5,8,11,11,11,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,11,11,11,7,5,5,5,5,5,5,5,5,8,11,11,11,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,11,11,11,7,5,5,5,5,5,5,5,5,8,11,11,11,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,11,11,11,7,5,5,5,6,6,5,5,5,8,11,11,11,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,11,11,11,7,5,5,5,6,6,5,5,5,8,11,11,11,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,11,11,11,7,5,5,5,5,5,5,5,5,8,11,11,11,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,11,11,11,7,5,5,5,5,5,5,5,5,8,11,11,11,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,11,11,11,7,5,5,5,6,6,5,5,5,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
3,4,1,2,3,4,1,2,3,4,1,2,11,11,11,7,5,5,5,6,6,5,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
4,3,2,1,4,3,2,1,4,3,2,1,11,11,11,7,5,5,5,5,5,5,5,5,8,11,11,11,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,11,11,11,7,5,5,5,5,5,5,5,5,8,11,11,11,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,7,5,5,5,6,6,5,5,5,8,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,7,5,5,5,6,6,5,5,5,8,4,18,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,7,5,5,5,5,5,5,5,5,8,3,18,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,7,5,5,5,5,5,5,5,5,8,18,3,4,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,1,18,7,5,5,5,6,6,5,5,5,8,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,7,5,5,5,6,6,5,5,5,8,4,18,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,7,5,5,5,5,5,5,5,5,8,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,7,5,5,5,5,5,5,5,5,8,18,3,4,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,18,4,7,5,5,5,6,6,5,5,5,8,18,4,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,7,5,5,5,6,6,5,5,5,8,4,18,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,7,5,5,5,5,5,5,5,5,8,18,2,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,1,18,3,7,5,5,5,5,5,5,5,5,8,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,18,4,7,5,5,5,6,6,5,5,5,8,18,4,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,18,1,7,5,5,5,6,6,5,5,5,8,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,18,2,7,5,5,5,5,5,5,5,5,8,3,18,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,1,18,3,7,5,5,5,5,5,5,5,5,8,18,3,4,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,7,5,5,5,6,6,5,5,5,8,18,18,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,7,5,5,5,6,6,5,5,5,8,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,7,5,5,5,5,5,5,5,5,8,18,2,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,1,2,18,7,5,5,5,5,5,5,5,5,8,18,18,4,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,18,4,7,5,5,5,6,6,5,5,5,8,1,18,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,7,5,5,5,6,6,5,5,5,8,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,18,18,7,5,5,5,5,5,5,5,5,8,18,2,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,7,5,5,5,5,5,5,5,5,8,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,18,4,7,5,5,5,6,6,5,5,5,8,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,4,18,7,5,5,5,6,6,5,5,5,8,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,7,5,5,5,5,5,5,5,5,8,3,18,1,4,3,2,1,4,3,2,1,4,3,2,1
1,2,3,4,1,2,3,4,1,2,3,4,1,18,3,7,5,5,5,5,5,5,5,5,8,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,7,5,5,5,6,6,5,5,5,8,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3
3,4,1,2,3,4,1,2,3,4,1,2,3,18,1,7,5,5,5,6,6,5,5,5,8,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
4,3,2,1,4,3,2,1,4,3,2,1,4,18,2,7,5,5,5,5,5,5,5,5,8,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1
